event_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint
235,SVC-0018,service_account,2026-06-01 03:39:51.133,206.45.196.230,"Houston, US",auth/login,api_key,0.0,,os=Debian-12;fw=NA;mac=08:ED:B3:19:C0:1B;proto=AMQP
236,DEV-0009,edge_device,2026-06-01 03:40:07.532,8.181.77.55,"Hyderabad, IN",ot/plc-gateway-2,psk,50.349,handshake;poll;read,os=Yocto-3.1;fw=1.1.1;mac=5D:E9:42:89:A8:A0;proto=MQTT
237,SVC-0017,service_account,2026-06-01 03:40:14.865,134.217.173.106,"Chennai, IN",ot/plc-gateway-1,api_key,245.865,connect;query;write;disconnect,os=Ubuntu-22.04;fw=NA;mac=34:1A:6C:85:2D:13;proto=gRPC
238,SVC-0007,service_account,2026-06-01 03:40:21.816,201.212.50.173,"Delhi, IN",it/wiki,api_key,264.628,connect;auth;query;read;write;export;disconnect,os=RHEL-9;fw=NA;mac=EE:4A:FB:A1:11:F0;proto=AMQP
239,SVC-0022,service_account,2026-06-01 03:40:52.225,49.181.32.252,"Singapore, SG",it/vpn,cert,271.338,connect;auth;query;read,os=Debian-12;fw=NA;mac=DC:36:C7:90:C2:C1;proto=gRPC
240,SVC-0017,service_account,2026-06-01 03:41:06.153,134.217.173.106,"Chennai, IN",it/email,api_key,302.238,connect;query;read,os=Ubuntu-22.04;fw=NA;mac=34:1A:6C:85:2D:13;proto=gRPC
241,SVC-0014,service_account,2026-06-01 03:43:04.457,198.130.0.177,"Tokyo, JP",ot/firmware-repo,api_key,57.236,connect;auth;query;read;export;disconnect,os=Ubuntu-22.04;fw=NA;mac=BE:8D:62:D4:5E:B5;proto=gRPC
242,SVC-0022,service_account,2026-06-01 03:44:48.557,49.181.32.252,"Singapore, SG",db/billing,cert,211.831,connect;auth;write;export;disconnect,os=Debian-12;fw=NA;mac=DC:36:C7:90:C2:C1;proto=gRPC
243,SVC-0023,service_account,2026-06-01 03:45:36.570,72.95.89.104,"New York, US",ot/scada-hmi,cert,162.576,auth;query;read;write;export,os=RHEL-9;fw=NA;mac=01:9D:09:EF:AE:E9;proto=AMQP
244,SVC-0000,service_account,2026-06-01 03:46:06.796,68.89.120.132,"Pune, IN",ot/rtu-substation,api_key,188.4,connect;read;write;export;disconnect,os=Ubuntu-22.04;fw=NA;mac=73:88:C0:A8:2C:4D;proto=AMQP
245,SVC-0001,service_account,2026-06-01 03:46:19.978,192.243.174.234,"Pune, IN",auth/login,api_key,0.0,,os=RHEL-9;fw=NA;mac=A5:67:57:B2:68:76;proto=HTTPS
246,SVC-0006,service_account,2026-06-01 03:47:22.970,106.24.19.210,"Houston, US",ot/historian,cert,75.437,connect;query;write;export,os=Ubuntu-22.04;fw=NA;mac=74:CC:22:D6:3C:23;proto=gRPC
247,SVC-0020,service_account,2026-06-01 03:47:30.832,48.229.28.185,"Dubai, AE",fileshare/finance,cert,238.406,connect;auth;query;read;disconnect,os=Debian-12;fw=NA;mac=78:20:A7:52:37:31;proto=gRPC
248,SVC-0020,service_account,2026-06-01 03:49:48.106,48.229.28.185,"Dubai, AE",ot/edge-broker,cert,195.944,auth;query;write;export;disconnect,os=Debian-12;fw=NA;mac=78:20:A7:52:37:31;proto=gRPC
249,SVC-0011,service_account,2026-06-01 03:49:53.101,2.70.113.58,"London, GB",ot/scada-hmi,cert,250.142,connect;query;read,os=Ubuntu-22.04;fw=NA;mac=25:10:DC:44:D2:8D;proto=HTTPS
250,SVC-0018,service_account,2026-06-01 03:50:03.859,206.45.196.230,"Houston, US",ot/rtu-substation,api_key,189.312,connect;auth;query;read;write,os=Debian-12;fw=NA;mac=08:ED:B3:19:C0:1B;proto=AMQP
251,SVC-0018,service_account,2026-06-01 03:50:37.856,206.45.196.230,"Houston, US",db/customers,api_key,215.06,connect;auth;query;read;write,os=Debian-12;fw=NA;mac=08:ED:B3:19:C0:1B;proto=AMQP
252,SVC-0014,service_account,2026-06-01 03:50:39.049,198.130.0.177,"Tokyo, JP",ot/scada-hmi,api_key,6.1,auth;query;read;write,os=Ubuntu-22.04;fw=NA;mac=BE:8D:62:D4:5E:B5;proto=gRPC
253,DEV-0004,edge_device,2026-06-01 03:53:03.785,147.186.129.57,"Hyderabad, IN",ot/plc-gateway-2,cert,47.596,report,os=Yocto-3.1;fw=2.3.8;mac=F5:A9:0A:34:B4:8B;proto=OPC-UA
254,SVC-0000,service_account,2026-06-01 03:53:15.495,68.89.120.132,"Pune, IN",it/email,api_key,155.33,connect;auth;read,os=Ubuntu-22.04;fw=NA;mac=73:88:C0:A8:2C:4D;proto=AMQP
255,DEV-0010,edge_device,2026-06-01 03:54:00.031,149.66.134.209,"Bengaluru, IN",ot/rtu-substation,psk,27.489,handshake;poll;read;report;sleep,os=QNX-7.0;fw=1.3.3;mac=F2:D9:60:53:C5:1F;proto=MQTT
256,DEV-0014,edge_device,2026-06-01 03:55:50.587,93.117.155.181,"Hyderabad, IN",ot/plc-gateway-2,psk,12.128,handshake;poll;read;report;sleep,os=VxWorks-7;fw=3.3.4;mac=BC:7D:75:88:37:99;proto=Modbus
257,SVC-0013,service_account,2026-06-01 03:56:39.801,164.215.28.54,"Bengaluru, IN",it/email,api_key,328.155,connect;auth;query;read;write,os=Debian-12;fw=NA;mac=23:FC:A7:2D:72:EA;proto=AMQP
258,DEV-0006,edge_device,2026-06-01 03:57:12.827,143.248.75.145,"Delhi, IN",ot/scada-hmi,psk,55.934,handshake;poll;read;sleep,os=Yocto-3.1;fw=1.6.7;mac=B5:8A:D4:20:F9:9E;proto=Modbus
259,SVC-0018,service_account,2026-06-01 03:57:33.063,206.45.196.230,"Houston, US",db/customers,api_key,198.226,connect;auth;query;read;write;export;disconnect,os=Debian-12;fw=NA;mac=08:ED:B3:19:C0:1B;proto=AMQP
260,DEV-0010,edge_device,2026-06-01 03:58:14.389,149.66.134.209,"Bengaluru, IN",ot/plc-gateway-2,psk,18.172,handshake;poll;read,os=QNX-7.0;fw=1.3.3;mac=F2:D9:60:53:C5:1F;proto=MQTT
261,DEV-0000,edge_device,2026-06-01 03:58:27.631,221.175.156.121,"Bengaluru, IN",ot/historian,cert,1.0,poll;read;report;sleep,os=Yocto-3.1;fw=3.7.7;mac=30:EE:98:F6:E0:94;proto=DNP3
262,DEV-0000,edge_device,2026-06-01 03:58:42.360,221.175.156.121,"Bengaluru, IN",ot/plc-gateway-1,cert,1.557,handshake;poll;read,os=Yocto-3.1;fw=3.7.7;mac=30:EE:98:F6:E0:94;proto=DNP3
263,USR-0005,user,2026-06-01 03:58:46.350,216.228.82.113,"Houston, US",it/wiki,password,370.143,login;sudo;systemctl_status;tail_log,os=Windows-11;fw=NA;mac=2A:61:3D:4D:AF:A1;proto=HTTPS
264,SVC-0016,service_account,2026-06-01 03:59:02.199,212.76.28.225,"Hyderabad, IN",ot/scada-hmi,cert,35.888,auth;read;write;disconnect,os=Debian-12;fw=NA;mac=D6:E3:18:78:D4:79;proto=HTTPS
265,SVC-0016,service_account,2026-06-01 03:59:03.970,212.76.28.225,"Hyderabad, IN",auth/login,cert,0.0,,os=Debian-12;fw=NA;mac=D6:E3:18:78:D4:79;proto=HTTPS
266,SVC-0017,service_account,2026-06-01 03:59:04.207,134.217.173.106,"Chennai, IN",it/email,api_key,227.542,connect;auth;query;read;write;export;disconnect,os=Ubuntu-22.04;fw=NA;mac=34:1A:6C:85:2D:13;proto=gRPC
267,DEV-0006,edge_device,2026-06-01 03:59:45.468,143.248.75.145,"Delhi, IN",ot/scada-hmi,psk,54.145,handshake;poll;read,os=Yocto-3.1;fw=1.6.7;mac=B5:8A:D4:20:F9:9E;proto=Modbus
268,DEV-0012,edge_device,2026-06-01 04:02:09.101,134.235.9.233,"Hyderabad, IN",ot/plc-gateway-2,cert,58.98,poll;read;report,os=RTLinux-4.4;fw=2.8.0;mac=97:3D:3A:B8:A3:9C;proto=MQTT
269,SVC-0011,service_account,2026-06-01 04:02:36.030,2.70.113.58,"London, GB",ot/scada-hmi,cert,212.376,connect;auth;query;read;export,os=Ubuntu-22.04;fw=NA;mac=25:10:DC:44:D2:8D;proto=HTTPS
270,SVC-0020,service_account,2026-06-01 04:04:34.129,48.229.28.185,"Dubai, AE",ot/rtu-substation,cert,246.678,auth;query;read;write;disconnect,os=Debian-12;fw=NA;mac=78:20:A7:52:37:31;proto=gRPC
271,DEV-0008,edge_device,2026-06-01 04:05:28.827,203.5.228.214,"Delhi, IN",ot/firmware-repo,psk,51.866,handshake;read;sleep,os=Yocto-3.1;fw=1.2.1;mac=34:48:F9:D1:37:62;proto=DNP3
272,SVC-0018,service_account,2026-06-01 04:05:51.124,206.45.196.230,"Houston, US",ot/plc-gateway-1,api_key,174.103,connect;auth;query;read;write;export,os=Debian-12;fw=NA;mac=08:ED:B3:19:C0:1B;proto=AMQP
273,SVC-0024,service_account,2026-06-01 04:05:59.525,198.169.93.111,"Houston, US",ot/edge-broker,api_key,199.199,connect;query;read;write;disconnect,os=Debian-12;fw=NA;mac=E1:E0:FD:5F:D9:90;proto=HTTPS
274,DEV-0014,edge_device,2026-06-01 04:06:28.865,93.117.155.181,"Hyderabad, IN",auth/login,psk,0.0,,os=VxWorks-7;fw=3.3.4;mac=BC:7D:75:88:37:99;proto=Modbus
275,DEV-0009,edge_device,2026-06-01 04:08:48.273,8.181.77.55,"Hyderabad, IN",ot/plc-gateway-2,psk,60.696,handshake;poll;read;report,os=Yocto-3.1;fw=1.1.1;mac=5D:E9:42:89:A8:A0;proto=MQTT
276,DEV-0002,edge_device,2026-06-01 04:12:13.449,196.36.228.143,"Bengaluru, IN",ot/plc-gateway-2,cert,28.028,handshake;poll;read;sleep,os=VxWorks-7;fw=1.5.6;mac=60:CA:9E:22:0A:94;proto=Modbus
277,SVC-0018,service_account,2026-06-01 04:12:17.793,206.45.196.230,"Houston, US",db/customers,api_key,218.464,connect;auth;query;read;write;export,os=Debian-12;fw=NA;mac=08:ED:B3:19:C0:1B;proto=AMQP
278,SVC-0006,service_account,2026-06-01 04:12:44.510,106.24.19.210,"Houston, US",ot/plc-gateway-1,cert,53.314,connect;auth;read;write;export,os=Ubuntu-22.04;fw=NA;mac=74:CC:22:D6:3C:23;proto=gRPC
279,DEV-0004,edge_device,2026-06-01 04:12:53.367,147.186.129.57,"Hyderabad, IN",ot/plc-gateway-2,cert,57.967,poll;read;report;sleep,os=Yocto-3.1;fw=2.3.8;mac=F5:A9:0A:34:B4:8B;proto=OPC-UA
280,SVC-0024,service_account,2026-06-01 04:12:55.922,198.169.93.111,"Houston, US",ot/edge-broker,api_key,47.726,connect;auth;query;read;write,os=Debian-12;fw=NA;mac=E1:E0:FD:5F:D9:90;proto=HTTPS
281,DEV-0009,edge_device,2026-06-01 04:13:23.966,8.181.77.55,"Hyderabad, IN",ot/plc-gateway-2,psk,35.265,handshake;poll;read;report,os=Yocto-3.1;fw=1.1.1;mac=5D:E9:42:89:A8:A0;proto=MQTT
282,SVC-0017,service_account,2026-06-01 04:15:09.567,134.217.173.106,"Chennai, IN",it/email,api_key,247.949,connect;auth;query;read;write;export;disconnect,os=Ubuntu-22.04;fw=NA;mac=34:1A:6C:85:2D:13;proto=gRPC
283,DEV-0003,edge_device,2026-06-01 04:15:10.006,180.189.47.46,"Hyderabad, IN",auth/login,psk,0.0,,os=Yocto-3.1;fw=2.8.1;mac=39:CF:6A:F9:3E:14;proto=OPC-UA
284,DEV-0006,edge_device,2026-06-01 04:15:12.396,143.248.75.145,"Delhi, IN",ot/scada-hmi,psk,57.901,handshake;poll;read,os=Yocto-3.1;fw=1.6.7;mac=B5:8A:D4:20:F9:9E;proto=Modbus
285,SVC-0022,service_account,2026-06-01 04:15:22.826,49.181.32.252,"Singapore, SG",db/customers,cert,273.703,connect;auth;query;read,os=Debian-12;fw=NA;mac=DC:36:C7:90:C2:C1;proto=gRPC
286,SVC-0018,service_account,2026-06-01 04:16:26.257,206.45.196.230,"Houston, US",auth/login,api_key,0.0,,os=Debian-12;fw=NA;mac=08:ED:B3:19:C0:1B;proto=AMQP
287,SVC-0007,service_account,2026-06-01 04:17:34.877,201.212.50.173,"Delhi, IN",it/email,api_key,236.998,auth;query;read;write;export,os=RHEL-9;fw=NA;mac=EE:4A:FB:A1:11:F0;proto=AMQP
288,SVC-0005,service_account,2026-06-01 04:18:08.253,148.27.150.166,"Phoenix, US",ot/historian,api_key,156.922,connect;auth;query;read,os=RHEL-9;fw=NA;mac=74:B3:3D:9B:A5:A2;proto=gRPC
289,DEV-0004,edge_device,2026-06-01 04:18:37.467,147.186.129.57,"Hyderabad, IN",ot/plc-gateway-2,cert,54.567,handshake;poll;read;report,os=Yocto-3.1;fw=2.3.8;mac=F5:A9:0A:34:B4:8B;proto=OPC-UA
290,SVC-0017,service_account,2026-06-01 04:20:25.574,134.217.173.106,"Chennai, IN",auth/login,api_key,0.0,,os=Ubuntu-22.04;fw=NA;mac=34:1A:6C:85:2D:13;proto=gRPC
291,SVC-0020,service_account,2026-06-01 04:20:29.501,48.229.28.185,"Dubai, AE",ot/rtu-substation,cert,337.567,connect;auth;query;read,os=Debian-12;fw=NA;mac=78:20:A7:52:37:31;proto=gRPC
292,DEV-0014,edge_device,2026-06-01 04:20:31.915,93.117.155.181,"Hyderabad, IN",ot/edge-broker,psk,11.317,handshake;poll;read;report,os=VxWorks-7;fw=3.3.4;mac=BC:7D:75:88:37:99;proto=Modbus
293,DEV-0005,edge_device,2026-06-01 04:20:37.724,170.40.218.51,"Chennai, IN",ot/scada-hmi,psk,7.797,handshake;poll;sleep,os=RTLinux-4.4;fw=3.1.6;mac=11:EA:DF:91:B5:65;proto=MQTT
294,SVC-0006,service_account,2026-06-01 04:20:53.433,106.24.19.210,"Houston, US",ot/plc-gateway-1,cert,59.941,connect;query;read;write,os=Ubuntu-22.04;fw=NA;mac=74:CC:22:D6:3C:23;proto=gRPC
295,SVC-0023,service_account,2026-06-01 04:21:16.691,72.95.89.104,"Houston, US",auth/login,cert,0.0,,os=RHEL-9;fw=NA;mac=01:9D:09:EF:AE:E9;proto=AMQP
296,SVC-0016,service_account,2026-06-01 04:21:17.213,212.76.28.225,"Hyderabad, IN",ot/scada-hmi,cert,13.23,connect;auth;read;disconnect,os=Debian-12;fw=NA;mac=D6:E3:18:78:D4:79;proto=HTTPS
297,SVC-0016,service_account,2026-06-01 04:22:28.768,212.76.28.225,"Hyderabad, IN",it/email,cert,68.681,auth;query;read,os=Debian-12;fw=NA;mac=D6:E3:18:78:D4:79;proto=HTTPS
298,DEV-0007,edge_device,2026-06-01 04:23:23.950,221.1.11.39,"Bengaluru, IN",ot/plc-gateway-1,cert,10.162,handshake;read;report,os=RTLinux-4.4;fw=2.6.6;mac=74:74:DC:62:47:5C;proto=OPC-UA
299,SVC-0014,service_account,2026-06-01 04:25:38.371,198.130.0.177,"Tokyo, JP",it/wiki,api_key,75.592,connect;read;write;export;disconnect,os=Ubuntu-22.04;fw=NA;mac=BE:8D:62:D4:5E:B5;proto=gRPC
